branch,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,college_code,college_name,round
"CA CS (AI, Machine Learning)",72099,,,54281,,62028,58130,,,53398,94340,,54631,,,52788,57570,57751,105656,,111995,97616,,,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE",Mock1
CE Civil,,,,151127,,,192775,,,,,,135641,,,122455,,132159,158825,,,151535,,,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE",Mock1
CS Computers,47496,,,50087,63319,53408,59505,,,45546,,,46427,,53518,44535,44888,48570,86115,,102856,96442,,120447,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE",Mock1
EC Electronics,59277,,,61891,,62027,67525,116278,,56701,,57987,58724,,,53101,,57860,117310,,,103366,,,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE",Mock1
ME Mechanical,,,253389,148464,,,,,,,,,,,,125834,,140878,186212,,,238775,,,E258,"Maharaja Institute of Technology  THANDAVAPURA, MYSORE",Mock1
DG DESIGN,116563,,,124118,,126500,147639,,,116478,,,139571,,,114154,193990,118362,235092,,,155710,,,E260,Nitte School of Architecture  YELAHANKA BANGALORE,Mock1
UP Planning,,,,151674,,,,,,,,,,,,113332,,133991,165640,,,,,,E260,Nitte School of Architecture  YELAHANKA BANGALORE,Mock1
LA B Plan,,,,188018,,,,,,217384,,,168717,,,159298,,192799,229062,,,239831,,,E263,School of Planning and Architecture  Mysore,Mock1
UP Planning,,,,,,,,,,,,,,,,,,,,,,,,,E263,School of Planning and Architecture  Mysore,Mock1
CE Civil,,,,,,,,,,,,,,,,,,,,,,,,,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist.",Mock1
CS Computers,,,,,,,,,,,,,,,,,,,,,,,,,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist.",Mock1
ME Mechanical,,,,,,,,,,,,,,,,,,,,,,,,,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist.",Mock1
AI Artificial Intelligence,68784,,,61802,,72137,58689,93933,,72563,,,54914,,,54386,,60531,118134,,118364,145396,,,E265,Jain College of Engineering and Technology  Hubballi,Mock1
CE Civil,,,,166614,,,209954,,,206245,,,138871,,,134745,,200472,163433,,,180080,,,E265,Jain College of Engineering and Technology  Hubballi,Mock1
CS Computers,50954,,,56942,60905,61408,54440,,,59743,,,49649,,55238,46110,47108,54808,118057,126423,140217,86275,,106205,E265,Jain College of Engineering and Technology  Hubballi,Mock1
EC Electronics,69167,,104906,64528,,,59410,,,58791,,,62088,,,57566,61174,63423,138530,,154655,135210,,,E265,Jain College of Engineering and Technology  Hubballi,Mock1
ME Mechanical,,,,159990,,,,,,256323,,,,,,135785,,141674,234502,,,194703,,,E265,Jain College of Engineering and Technology  Hubballi,Mock1
"CA CS (AI, Machine Learning)",80267,,,70335,,73826,56816,103230,,70543,,,58045,,,56761,,66872,187780,,209363,169268,,,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum",Mock1
CE Civil,,,,218850,,,,,,262866,,,195651,,,190129,,192739,212323,,,236029,,,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum",Mock1
CS Computers,46666,,,51429,,52686,45542,,56892,61808,71918,,45842,,49677,43988,46449,48172,129475,,157595,110169,,140578,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum",Mock1
EC Electronics,75445,,,73044,81493,74406,61950,,136357,83791,,,62276,,,60636,64139,65885,173451,,210019,191791,,,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum",Mock1
ME Mechanical,274180,,,212709,,,,,,,,,198798,,,188311,193244,237556,271133,,,,,,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum",Mock1
CE Civil,185646,,,174358,200511,211353,,,,220583,,,,,,155109,,157578,221618,,,204827,,205727,E272,"Government Engineering College  Talakal,Koppal",Mock1
CS Computers,,,,71319,,,83563,,,69468,,79573,63808,,,57475,59680,59482,105038,,,82386,,,E272,"Government Engineering College  Talakal,Koppal",Mock1
EC Electronics,110739,,,89319,,92496,,,,,,,,,,86094,,88093,127192,,146618,90840,,,E272,"Government Engineering College  Talakal,Koppal",Mock1
EE Electrical,115601,,120909,119388,,,113790,,,,,,113101,,,109579,111040,115941,142174,,,151574,,,E272,"Government Engineering College  Talakal,Koppal",Mock1
ME Mechanical,,,,,,,,,,,,,,,,273690,,,,,,,,,E272,"Government Engineering College  Talakal,Koppal",Mock1
CE Civil,219886,,220647,249337,,256355,,,,227900,,,186939,,,181325,,215551,224290,,225944,185619,,,E273,"Government Engineering College  Viprasainagar, Gangavathi",Mock1
CS Computers,,,,76180,,78222,73547,,,,,,,,,65391,73943,74169,98128,,,100272,,105077,E273,"Government Engineering College  Viprasainagar, Gangavathi",Mock1
EC Electronics,119591,,,112205,118420,119695,119694,,,,,,,,,104089,,110354,138471,,173574,156774,,,E273,"Government Engineering College  Viprasainagar, Gangavathi",Mock1
EE Electrical,,,,129647,,,153270,,267748,130404,,,124565,,,121396,,123734,149291,160070,,170383,,,E273,"Government Engineering College  Viprasainagar, Gangavathi",Mock1
ME Mechanical,,,,,,,,,,,,,,,,273467,,,,,,,,,E273,"Government Engineering College  Viprasainagar, Gangavathi",Mock1
CE Civil,184251,,219169,215959,232811,218069,207066,,,172433,,,207429,,,171100,171998,181113,203156,217040,211695,204420,,220815,E274,"Government Engineering College  Moselehosahalli,Hassan",Mock1
CS Computers,69315,,81483,69145,,69833,68087,,,59437,,,61995,,,58129,65086,62034,94876,,106381,79720,112316,,E274,"Government Engineering College  Moselehosahalli,Hassan",Mock1
EC Electronics,94902,,,86154,88040,90108,97287,,,79120,,82257,88699,,88911,76381,76795,82069,125893,127327,138959,145696,,,E274,"Government Engineering College  Moselehosahalli,Hassan",Mock1
EE Electrical,111773,129401,,128776,,129052,140289,,144616,110072,,,104566,,,100193,106321,113519,158095,,165998,159961,,202188,E274,"Government Engineering College  Moselehosahalli,Hassan",Mock1
ME Mechanical,223248,,,227257,,244226,248166,,,197628,,,206462,274236,210551,194421,197346,204357,248903,,268346,272889,,,E274,"Government Engineering College  Moselehosahalli,Hassan",Mock1
CS Computers,12324,,,13085,21653,17093,11686,,,7873,,,9557,,13820,7162,10351,9941,39759,43323,53914,36815,,43155,E275,"R V Institute of Technology and Management  JP Nagar, Bengaluru",Mock1
